"TOA5","Compass_PTR_TR_312","CR1000X","28735","CR1000X.Std.05.01","CPU:COMPASS_v3.3.CR1X","53163","WaterLevel600B"
"TIMESTAMP","RECORD","PB","Statname","Aquatroll_IDB(1)","Barometric_Pressure600B","Temperature600B","Actual_Conductivity600B","Specific_Conductivity600B","Salinity600B","TDS600B","Water_Density600B","Resistivity600B","pH600B","pH_mV600B","pH_ORP600B","RDO_concen600B","RDO_perc_sat600B","RDO_part_Pressure600B","Pressure600B","Depth600B","Voltage_Ext600B","Battery_Int600B"
"TS","RN","","","","mmHg","C","uS/cm","uS/cm","PSU","ppt","g/cm3","ohm-cm","pH","mV","ORP- mV","mg/L","%Sat","Torr","PSI","cm","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
2023-11-04T00:15:00Z,21642,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.9,14.03,,,,,,6.95,6.99,-26.3,164,0,0,-0.37,2.604,202.44,11.362,83
2023-11-04T00:30:00Z,21643,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.88,14.03,,,,,,6.95,6.99,-26.3,166.2,0,0,-0.37,2.607,202.59,11.38,83
2023-11-04T00:45:00Z,21644,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.89,14.03,,,,,,6.95,6.99,-26.3,167.9,0,0,-0.36,2.606,202.54,11.362,83
2023-11-04T01:00:00Z,21645,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.81,14.03,,,,,,6.95,6.99,-26.3,151,0,0,-0.39,2.604,202.44,11.362,83
2023-11-04T01:15:00Z,21646,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.82,14.03,,,,,,6.95,6.99,-26.3,159.6,0,0,-0.36,2.607,202.63,11.38,83
2023-11-04T01:30:00Z,21647,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.76,14.03,,,,,,6.95,6.99,-26.3,163.9,0,0,-0.36,2.607,202.65,11.362,83
2023-11-04T01:45:00Z,21648,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.58,14.03,,,,,,6.95,6.99,-26.3,166.3,0,0,-0.37,2.607,202.63,11.371,83
2023-11-04T02:00:00Z,21649,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.58,14.03,,,,,,6.95,6.99,-26.3,159.5,0,0,-0.37,2.606,202.55,11.362,83
2023-11-04T02:15:00Z,21650,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.57,14.03,,,,,,6.95,6.99,-26.3,163.5,0,0,-0.37,2.607,202.65,11.344,83
2023-11-04T02:30:00Z,21651,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.5,14.03,,,,,,6.95,6.99,-26.3,165.9,0,0,-0.37,2.606,202.52,11.38,83
2023-11-04T02:45:00Z,21652,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.5,14.03,,,,,,6.95,6.99,-26.3,167.5,0,0,-0.37,2.606,202.52,11.38,83
2023-11-04T03:00:00Z,21653,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.38,14.03,,,,,,6.95,6.99,-26.3,152.3,0,0,-0.37,2.61,202.84,11.353,83
2023-11-04T03:15:00Z,21654,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.4,14.03,,,,,,6.95,6.99,-26.3,160.2,0,0,-0.37,2.605,202.52,11.38,83
2023-11-04T03:30:00Z,21655,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.4,14.03,,,,,,6.95,6.99,-26.3,164.2,0,0,-0.36,2.608,202.71,11.371,83
2023-11-04T03:45:00Z,21656,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.39,14.03,,,,,,6.95,6.99,-26.3,166.4,0,0,-0.36,2.608,202.68,11.38,83
2023-11-04T04:00:00Z,21657,312,COMPASS_PTR_TR,813IN-SITU AT600V232 8,751.43,14.03,,,,,,6.95,6.99,-26.3,160.2,0,0,-0.37,2.607,202.63,11.362,83
